NA	0.729419	0.721472	0.737403	0.724675	0.721861	0.733936	0.720768	0.757000	0.735411	0.709550	0.734374	-0.029449	-0.023140	-0.027876	-0.020919	-0.021975	-0.021413	-0.020088	-0.019551	-0.019975	-0.021405	-0.028528	-0.031174	-0.011816	-0.019154	-0.017536	-0.001936	-0.014523	-0.002999	-0.012623	-0.018832	-0.011699	-0.003555	-0.009320	-0.002678	-0.014384	-0.006739	0.004796	-0.011846	-0.010111	-0.009673	-0.007754	-0.004195	-0.016172	-0.012280	-0.011135	-0.002580	-0.010228	-0.015347	-0.003818	-0.023629	-0.010512	-0.010500	-0.013887	-0.016422	-0.027681	-0.026818	0.000322	0.011964	0.007935	0.016082	0.012827	0.022672	0.020507	0.011585	0.017677	0.012937	0.013141	-0.146217	-0.150098	-0.133465	-0.181000	-0.211434	-0.195976	-0.148860	-0.066340	-0.193742	-0.136912	-0.180115	-0.161098	-0.139748	-0.131891	-0.154905	-0.240939	-0.245959	-0.256280	-0.247174	-0.228601	-0.228980	-0.222993	-0.222858	-0.228484	-0.212531	-0.249428	-0.230093	-0.226088	-0.221229	
0.729419	NA	0.712429	0.728109	0.723487	0.720752	0.714551	0.708741	0.725778	0.724639	0.708512	0.714822	-0.026814	-0.022084	-0.029152	-0.024538	-0.028827	-0.025075	-0.017949	-0.024585	-0.031138	-0.016981	-0.026701	-0.026661	-0.002248	-0.016407	-0.016157	-0.001426	-0.015452	0.001491	-0.011006	-0.011799	0.002401	0.002602	-0.019144	-0.003282	-0.010699	-0.005810	0.007006	-0.008246	-0.009627	-0.010594	-0.008305	-0.011873	-0.004927	-0.011554	-0.011301	-0.012715	-0.015906	-0.024160	-0.006485	-0.027997	-0.011543	-0.014059	-0.017123	-0.026114	-0.034860	-0.033804	0.012358	0.021057	0.015130	0.012737	0.030857	0.018046	0.025966	0.018631	0.023084	0.019564	0.018411	-0.153498	-0.148807	-0.132126	-0.188353	-0.214080	-0.195371	-0.149727	-0.065944	-0.183084	-0.125296	-0.178843	-0.173192	-0.141924	-0.136313	-0.156913	-0.239405	-0.244931	-0.252194	-0.242618	-0.234808	-0.231951	-0.217270	-0.214886	-0.233539	-0.208355	-0.248731	-0.237690	-0.217017	-0.222034	
0.721472	0.712429	NA	0.706109	0.704198	0.717500	0.709222	0.690042	0.712552	0.705096	0.698322	0.702203	-0.025411	-0.010547	-0.021372	-0.022826	-0.022169	-0.021979	-0.016201	-0.014849	-0.014957	-0.012251	-0.028406	-0.015292	-0.010899	-0.010728	-0.023091	0.006769	-0.015712	-0.003435	-0.004411	-0.008062	-0.009178	-0.007520	-0.013447	-0.011807	-0.011773	-0.008687	-0.003261	-0.012850	-0.020609	-0.009374	-0.014982	-0.016289	-0.017617	-0.022712	-0.018233	-0.007144	-0.010481	-0.019091	-0.008511	-0.013583	-0.002951	-0.013496	-0.005121	-0.022086	-0.020387	-0.023203	0.002830	0.012290	0.017526	0.018827	0.012220	0.020854	0.021368	0.013228	0.016275	0.012990	0.009210	-0.144349	-0.145158	-0.120609	-0.171869	-0.209690	-0.187032	-0.139484	-0.048153	-0.194096	-0.121000	-0.171707	-0.169087	-0.128754	-0.137689	-0.147973	-0.240401	-0.246160	-0.255642	-0.248260	-0.234009	-0.228656	-0.220208	-0.218153	-0.231766	-0.202866	-0.249465	-0.236113	-0.225908	-0.233764	
0.737403	0.728109	0.706109	NA	0.727462	0.720436	0.720336	0.706479	0.717309	0.732460	0.708725	0.724860	-0.025816	-0.022234	-0.025722	-0.025028	-0.019797	-0.016804	-0.014392	-0.014180	-0.020942	-0.023237	-0.021024	-0.023354	-0.002446	-0.014816	-0.015321	-0.002069	-0.014641	-0.001969	-0.015400	-0.015927	-0.007605	-0.009520	-0.010908	-0.007358	-0.013554	-0.012156	-0.014105	-0.003780	-0.012675	-0.009625	-0.006211	-0.008787	-0.010044	-0.009405	-0.011104	-0.010053	-0.009452	-0.019903	-0.008567	-0.019329	-0.009702	-0.020177	-0.004386	-0.019047	-0.027281	-0.031858	-0.000056	0.014258	0.013487	0.020739	0.011767	0.011420	0.018166	0.010405	0.019439	0.019198	0.012668	-0.144997	-0.141916	-0.127191	-0.183412	-0.201119	-0.188118	-0.144720	-0.072354	-0.188378	-0.136860	-0.173006	-0.161534	-0.140422	-0.138808	-0.150973	-0.237426	-0.246493	-0.252334	-0.245875	-0.231685	-0.231470	-0.226463	-0.212341	-0.236543	-0.203105	-0.249200	-0.234619	-0.220543	-0.228662	
0.724675	0.723487	0.704198	0.727462	NA	0.727844	0.722766	0.700360	0.719714	0.718855	0.701704	0.723960	-0.030796	-0.020398	-0.026277	-0.025860	-0.026331	-0.021287	-0.020866	-0.010173	-0.025549	-0.024255	-0.030006	-0.028173	-0.007297	-0.015773	-0.022084	0.001563	-0.016068	-0.004098	-0.018865	-0.018985	-0.007209	-0.003574	-0.002557	-0.006737	-0.015474	-0.002438	-0.011295	-0.001586	-0.012998	-0.013438	-0.008495	-0.009899	-0.013327	-0.016010	-0.015915	-0.010711	-0.007159	-0.016676	0.002212	-0.015488	-0.013412	-0.016218	-0.013444	-0.020394	-0.025696	-0.027598	0.013182	0.016825	0.012824	0.014012	0.033766	0.023856	0.019830	0.009695	0.026676	0.010073	0.015870	-0.155486	-0.149956	-0.136661	-0.173375	-0.213128	-0.202231	-0.157063	-0.066892	-0.193059	-0.143168	-0.182952	-0.165646	-0.149490	-0.151266	-0.154530	-0.231573	-0.243410	-0.259115	-0.240089	-0.231385	-0.225469	-0.227666	-0.222569	-0.231211	-0.207302	-0.244237	-0.243231	-0.239447	-0.227262	
0.721861	0.720752	0.717500	0.720436	0.727844	NA	0.719571	0.708873	0.717545	0.734613	0.706910	0.722341	-0.029554	-0.025806	-0.033562	-0.028213	-0.032330	-0.019105	-0.023238	-0.020183	-0.019932	-0.022315	-0.031389	-0.025731	-0.005907	-0.015542	-0.012566	-0.006348	-0.014078	-0.005205	-0.019579	-0.020715	-0.000951	-0.010963	-0.011658	-0.003840	-0.009144	-0.008049	-0.001908	-0.004855	-0.002775	-0.010332	-0.004931	-0.001826	-0.010807	-0.008579	-0.017155	-0.004759	-0.010579	-0.019685	-0.000340	-0.034081	-0.012966	-0.015912	-0.009092	-0.033717	-0.022737	-0.030522	0.008283	0.021049	0.015324	0.019581	0.017647	0.022982	0.024848	0.017893	0.018712	0.018299	0.020081	-0.160562	-0.147041	-0.142156	-0.183055	-0.201604	-0.205168	-0.153786	-0.070965	-0.200969	-0.142668	-0.185016	-0.172371	-0.141955	-0.150802	-0.164690	-0.240677	-0.243785	-0.253168	-0.237946	-0.234263	-0.231263	-0.217101	-0.221322	-0.231028	-0.206159	-0.248431	-0.236450	-0.215636	-0.228670	
0.733936	0.714551	0.709222	0.720336	0.722766	0.719571	NA	0.704750	0.720204	0.720916	0.693091	0.719678	-0.036918	-0.015934	-0.032897	-0.029865	-0.030809	-0.028697	-0.020886	-0.026037	-0.032037	-0.025437	-0.032840	-0.028188	-0.010267	-0.017696	-0.014542	0.004671	-0.016412	-0.007875	-0.010891	-0.016994	0.003590	-0.002067	-0.010518	-0.005501	-0.006845	0.001909	0.004111	0.006482	-0.015097	-0.005781	-0.002470	-0.007459	-0.006581	-0.006312	-0.006559	-0.005342	-0.020338	-0.028775	-0.018562	-0.024147	-0.019535	-0.015784	-0.005985	-0.028807	-0.035901	-0.038473	0.010720	0.023633	0.017862	0.011382	0.018073	0.021961	0.022115	0.016082	0.026120	0.019176	0.017154	-0.153731	-0.145600	-0.137302	-0.183066	-0.210443	-0.197543	-0.150960	-0.071743	-0.193340	-0.143779	-0.187396	-0.169962	-0.135621	-0.152046	-0.156807	-0.237971	-0.237062	-0.252335	-0.239110	-0.225271	-0.226109	-0.217694	-0.220723	-0.234530	-0.212931	-0.246625	-0.241092	-0.231852	-0.229785	
0.720768	0.708741	0.690042	0.706479	0.700360	0.708873	0.704750	NA	0.707316	0.724984	0.699083	0.705517	-0.028806	-0.017455	-0.028271	-0.029090	-0.031661	-0.024736	-0.012123	-0.018781	-0.022876	-0.021688	-0.028247	-0.023309	-0.007761	-0.008453	-0.015032	0.001860	-0.017888	-0.008742	-0.016442	-0.028803	-0.001284	-0.002870	-0.001833	0.000274	-0.005227	-0.006232	-0.003854	0.001226	-0.013005	-0.008745	-0.003200	-0.005215	-0.004881	-0.007716	-0.008152	-0.011958	-0.006671	-0.022795	-0.014255	-0.029509	-0.020482	-0.012958	-0.006524	-0.036558	-0.030905	-0.027785	0.003569	0.014760	0.012708	0.017530	0.014244	0.020562	0.014888	0.010592	0.015416	0.023739	0.018685	-0.148502	-0.147071	-0.133089	-0.177749	-0.204979	-0.194612	-0.158422	-0.076247	-0.192380	-0.143419	-0.178505	-0.158347	-0.143657	-0.144361	-0.154706	-0.241419	-0.240706	-0.238181	-0.230908	-0.227624	-0.228127	-0.223817	-0.209173	-0.230710	-0.206770	-0.238925	-0.226521	-0.220239	-0.226523	
0.757000	0.725778	0.712552	0.717309	0.719714	0.717545	0.720204	0.707316	NA	0.723982	0.696094	0.715309	-0.034208	-0.027498	-0.031329	-0.031820	-0.033382	-0.031187	-0.019426	-0.020363	-0.029429	-0.023402	-0.033732	-0.033641	-0.016017	-0.012588	-0.013627	0.006153	-0.013722	-0.001343	-0.007939	-0.013815	-0.002537	0.001042	-0.009792	0.004702	-0.005027	-0.002420	-0.003040	-0.005880	-0.001661	-0.006508	-0.009549	-0.003842	-0.008210	-0.009068	-0.007224	-0.001440	-0.012562	-0.020331	-0.005733	-0.021118	-0.020063	-0.009279	-0.009408	-0.035943	-0.036234	-0.033598	0.009738	0.024296	0.017097	0.020595	0.018327	0.020503	0.028644	0.010081	0.016798	0.009016	0.017134	-0.154444	-0.151149	-0.136965	-0.183324	-0.212064	-0.197184	-0.162441	-0.068767	-0.193876	-0.133985	-0.188293	-0.166624	-0.149362	-0.153470	-0.164997	-0.241123	-0.242917	-0.260564	-0.238613	-0.230747	-0.233573	-0.229924	-0.218756	-0.237101	-0.209386	-0.252944	-0.236463	-0.228214	-0.235278	
0.735411	0.724639	0.705096	0.732460	0.718855	0.734613	0.720916	0.724984	0.723982	NA	0.701595	0.716597	-0.038709	-0.026094	-0.035611	-0.039799	-0.028969	-0.020944	-0.024540	-0.017069	-0.035114	-0.027579	-0.035260	-0.024885	0.001241	-0.015133	-0.011707	0.007893	-0.014571	0.004399	-0.013308	-0.017597	0.011891	0.006861	-0.003386	0.003480	-0.010556	-0.000437	-0.004741	0.000702	-0.010852	-0.013109	-0.006226	-0.012058	-0.004487	0.001525	-0.009309	-0.006658	-0.016493	-0.029217	-0.013006	-0.036457	-0.021231	-0.024074	-0.014780	-0.031117	-0.034077	-0.033917	0.012707	0.004695	0.024746	0.019891	0.030609	0.015851	0.021344	0.013854	0.019965	0.022355	0.018867	-0.156406	-0.161315	-0.138843	-0.175320	-0.213376	-0.200649	-0.151879	-0.074294	-0.195886	-0.144226	-0.192356	-0.168805	-0.137181	-0.149535	-0.158882	-0.233905	-0.244260	-0.261003	-0.245590	-0.230013	-0.229450	-0.231503	-0.220969	-0.241074	-0.207274	-0.250487	-0.231433	-0.236277	-0.226006	
